,FLT3,FANCL,SYK,CEP76,ELF3,JAK2,CCNE1,TPX2,GSK3B
TCGA-OL-A5RY-01,106.0143,262.6911,1583.5882,117.737,3747.7064,434.7604,97.8593,1119.7757,1314.9847
TCGA-A2-A0EX-01,34.5884,244.0236,926.8827,125.2189,4064.7986,603.7653,25.394,342.8196,1377.8459
TCGA-AC-A3YJ-01,68.1791,269.5619,879.6063,99.3878,5907.5741,249.6699,39.8512,358.1803,763.8939
TCGA-AQ-A04H-01,288.5689,300.72,196.8851,91.9777,7742.5801,259.7708,46.7235,2928.0047,2277.6962
TCGA-E9-A1QZ-01,332.6771,349.4294,819.6921,118.4877,2595.7928,487.015,104.2084,1996.974,1443.7274
TCGA-BH-A0W4-01,505.0117,299.2891,899.5421,197.2652,4249.8479,630.2238,42.9116,979.601,2065.8405
TCGA-LL-A440-01,52.3377,257.8482,1098.7582,132.3444,3108.5924,502.3752,43.6703,408.7007,1045.7538
TCGA-A8-A07U-01,64.388,281.0397,1239.7694,130.3758,3454.5575,1343.3501,1083.7984,3122.2193,2042.82
TCGA-A8-A09Q-01,43.5067,164.9199,1542.0347,211.6454,3124.632,439.6467,47.105,3494.6026,2658.8158
TCGA-AC-A3TM-01,128.027,346.3767,776.7881,61.2895,3933.4259,148.0029,133.475,1241.6805,622.4292
TCGA-LL-A50Y-01,13.1796,429.355,386.2628,73.5015,4953.4913,151.5651,20.2763,410.0874,833.8614
TCGA-E2-A159-01,61.0769,758.8249,1810.5188,248.2364,4610.4116,728.6365,374.6763,3298.866,2691.6689
TCGA-BH-A1F8-01,4.919,770.9983,679.9769,134.838,2163.4838,281.25,220.7755,2508.1019,3345.4861
TCGA-A7-A13F-01,2.4096,310.1446,1291.1647,143.7751,6312.0482,150.2008,142.9719,2047.7912,1232.5301
TCGA-A2-A0D4-01,3.195,678.6717,103.3039,155.222,5449.0124,918.5524,50.0544,3223.4532,2414.0621
TCGA-D8-A73X-01,52.076,328.8776,521.1119,149.5426,3327.5862,564.3913,24.2787,530.9641,1144.6165
TCGA-A2-A0YD-01,346.2437,259.132,864.8039,134.9545,9654.5616,695.3861,24.1565,688.9444,1505.7573
TCGA-BH-A0AY-01,3.4767,87.8314,690.5693,82.1382,4886.1365,231.6384,33.0291,1356.8014,1261.1908
TCGA-D8-A1X8-01,560.5156,361.5692,668.7356,189.7032,2876.1041,458.9799,35.6489,880.7193,2069.5472
TCGA-E9-A5UO-01,370.7125,470.6595,277.543,142.3096,2856.4128,120.688,96.3145,699.7543,1881.4742
TCGA-BH-A1F0-01,103.6671,330.1559,2005.3769,216.5824,2501.5593,1402.5164,231.4227,2254.8661,1264.437
TCGA-E9-A1NG-01,1.218,238.7759,956.76,169.6102,1625.7613,467.7223,49.9391,500.0,1579.1717
TCGA-EW-A2FV-01,26.1903,190.6,653.3343,182.7628,12822.7172,498.7545,82.2717,2392.9969,1714.3264
TCGA-A8-A06Y-01,3.313,238.5796,45.1392,68.7442,5439.9006,303.137,91.935,468.3715,2000.6212
TCGA-AO-A0J5-01,5.8873,272.9829,727.2218,118.587,3081.3008,331.9316,72.61,1110.1766,2421.0821
TCGA-AC-A2FM-01,359.8396,143.6919,581.3565,137.6545,2877.7147,593.7187,113.5984,1132.6428,1943.5349
TCGA-OL-A66N-01,55.7797,235.1178,559.0743,57.0571,3544.7781,205.661,46.8379,194.5902,557.3711
TCGA-BH-A202-01,8.6072,339.2867,703.1848,179.9694,3129.9027,532.6051,143.193,2230.5773,2705.2792
TCGA-AO-A0JG-01,418.2987,373.6261,427.4786,119.339,3925.6426,578.3354,46.2056,252.448,2229.8042
TCGA-E9-A5UP-01,2.3962,149.8842,764.377,96.6454,18743.2109,166.5335,41.9329,298.3227,1474.8403
TCGA-BH-A0HB-01,434.242,295.4615,729.3161,169.7752,3391.6786,242.4677,63.6059,1646.1023,1517.4558
TCGA-BH-A18L-01,15.0289,201.3642,486.1272,131.2139,5896.5318,123.1214,48.5549,3670.8092,1995.3757
TCGA-E9-A5FK-01,79.8739,267.4987,930.6358,79.8739,5271.1508,365.2128,62.5328,354.1776,609.0384
TCGA-A2-A4S1-01,1.7017,295.482,1201.3954,64.6643,11.061,249.2981,39.9898,622.8197,871.2669
TCGA-E2-A2P5-01,348.1811,231.752,285.4491,203.0438,5402.3756,221.6036,60.1336,1438.7528,1416.8523
TCGA-A8-A0A9-01,384.5929,284.9297,444.6397,209.4318,7002.6362,305.7996,31.3415,1503.222,1899.2384
TCGA-A2-A0SV-01,1.9692,312.2192,1019.1825,110.5544,10363.9857,227.0164,131.09,2467.9237,1084.7275
TCGA-BH-A0HX-01,59.8608,336.109,808.3119,192.9273,3757.8877,310.7425,46.1348,1650.9389,1500.7149
TCGA-E2-A108-01,47.5786,294.4335,1512.9987,155.2792,3292.8699,856.4143,51.9039,961.9523,1572.2556
TCGA-D8-A1XA-01,491.6836,170.5314,329.0061,87.6268,4436.5112,226.7748,51.927,1440.568,2304.6653
TCGA-E9-A6HE-01,115.0307,397.4003,503.8344,111.9632,8515.7209,261.5031,121.1656,1264.5706,866.181
TCGA-LQ-A4E4-01,1.4962,291.742,329.1561,78.2993,2515.052,439.3736,76.3044,1740.039,1836.2922
TCGA-A1-A0SO-01,143.828,814.2071,802.6792,275.2197,1232.0004,206.2796,288.7374,11465.9574,1602.3845
TCGA-BH-A201-01,88.0706,413.7568,318.8339,181.6647,3416.9544,542.2325,64.135,1098.5807,1901.9563
TCGA-B6-A0X4-01,41.3223,380.8205,252.0661,161.7473,3063.7544,135.7733,12.987,315.8205,1749.1145
TCGA-E9-A1R0-01,31.3824,274.5109,328.7819,172.7498,2269.5044,518.836,25.8098,1241.2177,1614.8735
TCGA-E2-A10E-01,8.456,436.2637,497.9643,90.8237,5340.4322,539.9311,56.9997,1079.8622,1789.2264
TCGA-E2-A1IJ-01,181.7598,300.7836,587.0263,112.3956,3158.6384,523.4425,36.6089,436.7373,1188.1824
TCGA-E2-A1B6-01,130.7452,753.0522,1592.1464,146.3632,1425.7028,626.506,326.4168,2676.4837,967.2021
TCGA-EW-A1J6-01,211.6989,567.2485,307.5539,109.4837,1137.9949,631.9166,178.0814,1068.0344,1421.9258
TCGA-OL-A5RX-01,211.202,415.9437,853.0904,125.8929,6612.6928,307.2782,23.6049,220.7268,1474.2727
TCGA-E2-A10F-01,208.5188,376.6415,1115.9749,144.2194,1206.7932,835.8914,53.4011,1050.5858,1590.7729
TCGA-E2-A1LE-01,27.522,381.7004,1228.7512,92.7279,1577.6454,289.1926,124.9075,2451.1511,1369.7485
TCGA-A8-A08C-01,68.7437,154.0196,182.1876,265.4927,1152.0488,530.9854,7.4501,521.5036,3241.788
TCGA-A8-A06U-01,54.4535,322.7032,1123.6873,82.0692,3841.3069,270.3228,66.1221,2429.0159,2100.739
TCGA-WT-AB44-01,6.516,326.6789,291.5903,45.6119,6862.9607,487.0698,17.919,52.1279,990.4296
TCGA-LL-A442-01,2.3377,270.6545,1299.2208,190.3896,2223.8961,416.3636,43.3766,585.4545,1952.7273
TCGA-AC-A4ZE-01,3.0265,686.0261,210.5086,192.3497,4215.5528,326.1875,35.9815,940.5633,1532.4086
TCGA-A7-A13H-01,63.1593,216.914,1228.1361,139.5057,6563.7089,455.3022,32.6207,275.8882,1228.8301
TCGA-E9-A2JS-01,42.7439,360.8273,784.9018,87.556,2516.029,279.5588,128.5764,2321.6132,1163.3919
TCGA-EW-A1OY-01,7.2351,219.5194,663.5659,154.522,5155.5556,202.584,5274.4186,2964.3411,1564.3411
TCGA-EW-A1OX-01,2.1286,300.3661,385.2703,248.6164,5783.7378,271.1792,27.2456,695.1894,2818.6462
TCGA-BH-A0DI-01,43.5708,284.4303,1181.3915,117.4337,5431.8283,313.2949,48.9653,593.393,1665.2351
TCGA-A8-A09K-01,315.512,294.101,295.687,292.3126,3993.6729,295.2652,67.911,1448.065,4113.4662
TCGA-A2-A3XU-01,0.0,589.837,437.2278,89.6674,2690.0225,46.8175,516.9763,1156.1542,493.5676
TCGA-EW-A1P7-01,132.0364,356.846,1896.9371,133.6921,3058.3609,800.9106,130.3808,680.0497,1473.5099
TCGA-E9-A3QA-01,84.788,326.836,958.5411,222.2569,4712.2818,778.3666,690.7731,2698.2544,961.6584
TCGA-BH-A18P-01,58.592,319.4983,1094.2049,239.8608,5165.98,540.1446,116.4515,1904.9712,1434.0383
TCGA-BH-A0GY-01,8.5663,125.3652,548.6925,126.6907,4954.0126,441.3886,256.9883,2323.7151,1683.4986
TCGA-E9-A3X8-01,72.3375,308.1969,366.0864,62.0734,1866.6008,364.1314,100.1972,394.4349,513.694
TCGA-E2-A570-01,466.5597,569.3633,421.0808,101.6586,1968.4323,631.3537,64.7405,1066.8807,1266.4526
TCGA-A7-A0CJ-01,4.1513,367.1554,616.6619,104.9156,2268.5159,435.5128,32.8333,2395.6977,2665.1571
TCGA-A8-A092-01,32.0737,175.546,705.9152,168.6075,3044.3514,256.2952,201.8582,3997.1457,1773.4686
TCGA-A8-A08O-01,1417.8902,356.9634,630.6363,315.3181,1457.8777,821.41,59.9813,924.711,1763.199
TCGA-A8-A08P-01,8.4439,164.2501,774.427,204.6643,3322.879,480.0965,78.4077,2265.7821,1469.6421
TCGA-A8-A06X-01,40.7352,528.7332,899.6523,407.849,5414.307,451.0681,146.5474,3343.2688,2360.6557
TCGA-BH-A0EE-01,14.3933,437.3556,116.4854,314.3096,15467.113,813.7238,228.954,3739.2469,1848.3682
TCGA-EW-A6SC-01,362.3006,432.5777,484.047,187.6574,3574.3073,313.1822,61.293,1326.6163,1766.5827
TCGA-A7-A26E-01,328.1126,354.3271,783.6475,203.8758,4522.6971,781.7892,31.0592,626.7587,3045.9251
TCGA-BH-A1F2-01,42.1892,338.2047,755.4317,296.8532,3774.4069,453.0756,100.2758,2617.8719,2570.1797
TCGA-A2-A0YM-01,15.3139,351.2889,1028.3867,1070.7943,7039.3832,302.4493,2230.8216,4454.2807,3198.8361
TCGA-A7-A13D-01,0.0,359.4922,381.0298,194.9832,8181.1719,164.5171,892.4546,3879.3541,2570.1229
TCGA-A2-A0EV-01,112.2807,372.193,489.1228,106.6667,3200.7018,360.0,33.3333,1281.7544,2110.1754
TCGA-OL-A5D8-01,32.6716,325.1489,849.4624,190.2399,1852.3573,314.7229,29.3631,886.2696,1509.0984
TCGA-BH-A0BC-01,72.1621,260.0914,1204.4118,130.1332,3373.5005,386.7765,46.1958,1448.3739,1580.3188
TCGA-E2-A14W-01,5.2707,669.794,291.3273,126.9765,3046.9574,173.9339,117.8725,1868.2319,2189.2669
TCGA-A8-A07L-01,103.1528,489.6333,783.4133,360.5209,9329.6779,457.5051,85.3324,3110.0069,2555.8602
TCGA-E9-A227-01,57.0891,284.5734,848.808,157.7792,2209.2221,734.9435,36.7001,696.675,1264.4291
TCGA-E9-A1RB-01,47.8668,544.0895,280.437,175.8585,2799.1675,290.0624,337.1488,3518.2102,2056.4516
TCGA-E2-A1B5-01,227.4861,265.9454,879.6415,157.0636,2728.1263,591.5493,55.4844,674.3491,1109.2616
TCGA-AC-A3BB-01,259.1621,260.2045,742.3763,69.134,7695.2312,478.8707,26.061,325.4004,1026.1515
TCGA-AQ-A1H3-01,123.6751,437.2153,946.2126,157.3282,2654.387,371.8666,37.0184,943.4081,1966.4619
TCGA-A2-A0YC-01,242.5968,331.1076,401.1959,211.2756,4152.9043,312.3576,20.2164,908.8838,1985.1936
TCGA-BH-A0EA-01,16.7484,166.7616,628.7833,146.429,3460.701,431.1521,10.049,132.0732,1497.7868
TCGA-B6-A0I6-01,73.1455,823.2041,1726.0495,233.2375,5438.0679,129.2697,592.0644,3478.3209,2177.3433
TCGA-A2-A3XV-01,144.9462,209.6516,151.3978,47.7419,1422.7957,60.2151,185.8065,882.1505,555.2688
TCGA-AO-A0J2-01,115.686,906.508,1666.9041,206.5821,6710.3576,673.6002,265.5649,3960.3932,1252.6001
TCGA-E9-A1N4-01,56.4996,172.4273,1131.2252,187.2628,1966.6295,1204.9954,98.1958,854.1552,1643.1755
TCGA-E9-A3Q9-01,8.5995,452.0255,609.0017,147.3643,1437.291,473.364,14.8537,146.5826,1101.5192
TCGA-AQ-A54O-01,63.228,492.8952,458.68,48.8075,3140.8763,399.3344,110.3716,518.5801,1244.5923
TCGA-BH-A18F-01,91.0161,347.807,805.0216,144.3703,3968.2228,834.4449,66.3005,2403.6877,1104.747
TCGA-E2-A1B4-01,0.7931,500.8473,527.9228,121.0759,5875.0909,208.5784,7.9307,256.6916,1122.1995
TCGA-A8-A091-01,15.9119,299.3929,369.1554,176.7442,2408.3231,271.2362,19.0942,492.0441,2311.3831
TCGA-A8-A08F-01,153.4375,184.5882,996.706,119.0097,1065.5616,337.0524,87.9821,3596.6422,1660.6099
TCGA-A8-A08S-01,32.5806,153.6065,409.0323,127.7419,3531.2903,308.3871,64.5161,1692.9032,2233.2258
TCGA-A8-A09M-01,12.4478,276.4008,625.9447,111.3186,2591.6244,235.4406,105.9838,1177.5585,1873.5663
TCGA-A7-A0DB-01,7.6636,197.6281,573.235,131.047,1927.7709,743.3662,76.6357,883.9927,1987.5467
TCGA-BH-A1FD-01,102.3782,242.6943,299.3039,217.8074,2673.4339,633.4107,85.5568,1797.5638,2083.2367
TCGA-E2-A14S-01,0.6212,586.706,1348.9672,143.5005,4906.6625,411.244,41.6214,1518.5588,1627.8925
TCGA-EW-A6SD-01,15.5023,177.9323,508.2225,137.4254,6267.5186,408.9243,216.1936,1454.2788,2298.1041
TCGA-AR-A5QN-01,248.4096,393.3535,981.2178,99.0609,15888.2157,335.9588,49.9849,544.9864,1286.5798
TCGA-D8-A3Z5-01,532.9708,224.2726,311.6927,108.7695,8089.395,220.5982,12.9164,186.9477,911.6247
TCGA-E2-A1II-01,78.7278,552.3514,743.4828,320.1251,4106.3608,1057.8728,294.0563,3054.2231,1400.4171
TCGA-E2-A1IH-01,73.1687,552.6142,1007.9567,175.2112,1872.857,600.7711,97.1208,871.7907,1692.7241
TCGA-A2-A3XS-01,15.1018,787.6625,802.0355,158.8969,5740.9718,229.8096,664.478,2107.0256,1830.2692
TCGA-BH-A1FH-01,63.782,266.6244,871.5845,208.9945,2752.8446,632.5567,33.1295,183.6055,2313.4918
TCGA-EW-A3E8-01,529.1334,343.5751,720.1074,125.7151,3846.8818,499.1878,51.9811,592.1322,1087.0824
TCGA-E9-A1N8-01,1.4091,695.458,397.3697,388.4453,8678.2527,275.2466,511.038,1798.0272,2077.9709
TCGA-E2-A14V-01,23.733,318.1442,194.1492,141.7388,6941.574,223.8154,164.1533,5189.2872,2130.6963
TCGA-A7-A0CG-01,84.7724,216.9584,826.1381,125.9812,5658.1633,727.6295,43.1711,822.2135,1746.8603
TCGA-A2-A0EU-01,721.1574,246.6041,462.8917,181.1834,4823.6095,516.1342,78.2744,1391.8537,1364.0405
TCGA-E2-A576-01,14.6654,436.9111,715.3987,75.1604,4000.4583,125.5729,85.7012,1277.7269,577.9102
TCGA-E2-A107-01,17.8512,363.1471,293.8843,130.9091,10027.7686,190.7438,81.3223,1863.1405,1526.9421
TCGA-E9-A226-01,27.5705,407.1975,553.3571,207.9144,1984.7551,470.6455,36.3283,1978.5923,1682.4522
TCGA-A2-A0D1-01,14.5968,226.0341,1705.9447,231.6657,3526.3096,126.6627,67.8046,1691.8187,1112.6545
TCGA-EW-A1PG-01,93.3702,229.2376,546.9613,149.7238,4728.1768,554.6961,19.8895,145.3039,1630.9392
TCGA-E2-A2P6-01,5.6013,445.1812,342.377,86.1194,11985.2967,259.4084,46.5605,1432.5223,1104.4985
TCGA-E9-A1N3-01,556.3063,270.2035,394.0973,245.1471,2760.9378,233.5809,42.0333,715.13,2050.8857
TCGA-E2-A573-01,40.1686,933.4381,1034.1071,144.3266,9761.8961,652.0386,391.8771,5524.1122,1791.705
TCGA-OL-A5RV-01,309.5604,313.2693,655.8341,108.4713,6363.9275,615.366,34.2102,266.1719,1700.079
TCGA-E9-A1R2-01,45.9982,307.0331,1061.1776,141.2144,5503.6799,261.2695,55.1978,846.8261,1923.1831
TCGA-A2-A0ET-01,8.6674,312.435,240.52,150.8667,7779.5233,336.1322,21.6685,1008.1257,1485.3738
TCGA-E9-A1NF-01,70.5834,564.8036,690.3555,177.0777,2677.8362,400.5919,34.6726,795.6114,1633.9444
TCGA-A7-A0CE-01,2.0341,725.9666,1188.5753,195.9488,3870.1585,346.8091,594.6267,1947.9617,1090.6009
TCGA-A7-A0CH-01,211.5225,239.5133,201.4916,219.3728,2236.4691,495.0063,35.3264,535.1302,1772.4279
TCGA-E9-A1NE-01,132.9596,375.2103,1347.2167,184.4881,3343.2119,899.2124,105.7269,1239.3539,2125.2169
TCGA-BH-A18I-01,40.3366,315.7767,488.8473,177.3741,3377.8549,650.1937,36.0625,814.7456,1481.7684
TCGA-A2-A04Y-01,18.7354,426.2964,592.1713,150.2175,12177.6514,498.1599,145.8682,1474.0716,970.8933
TCGA-E9-A1N9-01,280.0764,432.7726,1243.521,294.6258,2083.7501,316.9046,241.4295,2399.2907,2400.6547
TCGA-A2-A3KC-01,119.6521,311.4823,1005.1482,166.5187,7292.0291,383.0996,52.5475,1319.7231,1395.7039
TCGA-OL-A5D6-01,51.7683,160.1896,566.3762,63.0446,4629.9334,237.8268,44.08,562.2758,1622.7576
TCGA-OL-A5RW-01,64.7916,635.9869,783.5259,132.5967,14602.7122,201.4063,1010.0452,2322.451,1906.0773
TCGA-E9-A1NA-01,985.4669,260.4051,1178.1076,150.5875,4680.8905,342.6098,201.6079,1609.7712,1781.0761
TCGA-BH-A28Q-01,347.9326,314.119,653.6992,241.6339,5564.9012,507.5069,13.6345,379.2415,1889.6425
TCGA-BH-A28O-01,40.0843,317.7507,503.8117,121.3561,3038.6832,362.9651,20.5938,121.7238,1159.8701
TCGA-E9-A1N5-01,146.4037,226.3046,551.6018,155.7696,1564.5969,983.4187,103.5178,1262.9166,1859.3761
TCGA-BH-A0HQ-01,28.7919,230.2947,844.8623,112.4684,3888.7058,424.6805,30.5914,698.2035,1410.3532
TCGA-A8-A085-01,283.3998,239.5188,1051.1425,200.9431,6952.2428,191.7543,82.4568,1163.1,3308.427
TCGA-A8-A08J-01,45.2428,236.9361,605.4558,141.7166,1841.9827,214.2382,86.8263,1730.5389,2257.8177
TCGA-BH-A0BA-01,128.181,224.2413,309.1423,196.0415,10012.1669,533.6304,23.6484,1225.9446,1495.3303
TCGA-E2-A1BD-01,86.5627,311.7136,142.929,121.0367,3138.9029,384.7509,23.1505,1107.4484,1108.455
TCGA-E2-A1IF-01,5.0963,366.6887,268.8278,95.1302,6330.4055,255.6624,64.5526,1023.0744,805.6339
TCGA-A7-A0D9-01,254.014,282.7295,323.59,187.7316,5951.832,195.5537,167.9704,417.0441,2120.2141
TCGA-E2-A10B-01,5.9744,232.6117,1321.1949,288.1935,2847.7952,582.3613,64.2959,1701.5647,1644.3812
TCGA-BH-A18R-01,72.214,230.8053,553.3432,346.211,2205.6464,280.2377,502.8232,2922.734,2855.2749
TCGA-BH-A18N-01,155.7996,248.9533,477.3507,155.7996,1131.0913,234.7289,18.8744,662.3198,1755.6623
TCGA-BH-A0B1-01,12.2951,296.3152,236.5872,109.538,6793.9642,557.0045,32.4143,1339.4188,2206.4083
TCGA-E9-A229-01,452.7213,439.2441,735.2941,179.4942,1305.9373,894.4475,99.5052,1012.9192,1957.9439
TCGA-AR-A1AS-01,76.0919,308.1135,304.3674,148.1315,1979.2886,181.9,81.4948,1087.348,2028.8158
TCGA-BH-A0DH-01,2.2582,242.5593,303.3496,90.3274,2730.1468,551.7501,24.0873,1044.7874,1229.2059
TCGA-A8-A08B-01,3.5336,303.7633,271.2014,41.5194,2993.8163,230.5654,21.2014,1920.4947,1637.8092
TCGA-A8-A0AD-01,1.7429,265.5033,566.0131,169.9346,1298.0392,427.451,43.573,749.4553,1739.8693
TCGA-E9-A3HO-01,164.2167,458.5972,341.4532,150.357,2734.9853,313.7337,218.8156,1793.3641,1001.68
TCGA-AR-A2LN-01,69.5314,282.8591,586.2884,125.7127,14107.6345,607.4259,14.4625,100.1252,1206.5081
TCGA-GM-A3NY-01,158.4055,680.8527,161.1785,134.1421,7185.0953,360.1386,53.3795,411.4385,989.6014
TCGA-E2-A14Q-01,31.8619,256.7474,497.5108,108.1978,5400.5974,512.4461,33.5214,1019.2499,1875.5393
TCGA-A7-A0CD-01,2.3269,304.6742,530.541,226.2944,10128.854,302.5015,33.4497,1078.8249,1962.7691
TCGA-E9-A22B-01,116.2599,373.2804,514.8651,237.63,3559.6594,215.2724,52.3808,1146.6287,1657.9804
TCGA-BH-A203-01,20.4338,847.6035,605.1264,268.5069,2284.2803,254.8844,94.9991,2429.4676,2793.3321
TCGA-E2-A574-01,1.6835,897.3345,642.5365,66.7789,5242.9854,76.3187,474.1863,2900.1122,465.2076
TCGA-AR-A5QP-01,34.0818,390.3007,884.9238,122.2935,7425.02,270.6496,84.603,551.7241,1491.9808
TCGA-E9-A247-01,566.0464,622.2885,289.7858,143.5979,869.0698,284.606,191.0802,2750.2317,1126.6252
TCGA-E9-A22A-01,10.0295,206.1947,808.2596,208.5546,2594.6903,350.7375,74.0413,2054.2773,1634.2183
TCGA-BH-A0B4-01,9.6104,183.1613,659.9138,148.0001,9113.8575,465.7838,51.2554,1466.5462,1146.1997
TCGA-A1-A0SN-01,32.3926,188.1527,1069.5959,219.6921,6388.7107,329.0571,125.7216,1940.9878,1934.2527
TCGA-AR-A2LO-01,262.4551,412.0236,1112.4807,136.6204,5537.2368,350.7961,49.3066,979.4556,1414.4838
TCGA-E9-A1NC-01,23.6651,399.4155,761.0708,115.9592,5308.5638,280.6685,109.3329,855.7314,1259.932
TCGA-A2-A3KD-01,229.7692,187.5776,940.1266,132.2285,2196.0005,361.4047,46.8433,676.5591,1560.6517
TCGA-EW-A1IX-01,409.8034,218.1553,1017.001,160.0394,3698.1188,719.628,29.2978,232.1853,1782.7731
TCGA-E2-A572-01,2.4991,202.664,135.4492,58.4781,5974.7595,66.4751,41.4844,340.8722,345.8703
TCGA-EW-A1P1-01,31.9473,182.3529,720.5882,116.1258,4099.3915,558.8235,99.8986,612.5761,1613.5903
TCGA-A8-A08Z-01,18.9295,267.141,1330.9399,160.9008,2827.3499,538.8381,33.9426,814.9478,1727.8068
TCGA-OL-A5RU-01,147.7322,299.6587,947.7322,98.0562,10289.4168,447.0842,29.8056,233.6933,1261.3391
TCGA-OL-A6VR-01,22.2087,255.3696,638.8804,148.1594,2480.6815,437.1768,20.0791,377.2437,1241.8619
TCGA-E2-A10C-01,140.8183,311.275,315.4139,84.2055,5951.9505,295.4329,89.4386,1411.5128,1023.7869
TCGA-E9-A1RC-01,9.1766,408.3879,395.8333,136.1607,7265.377,193.2044,157.2421,1584.8214,2204.1171
TCGA-EW-A1OZ-01,21.0363,194.4271,1314.9409,119.6655,2730.9251,319.3379,32.0717,3173.7219,1891.8872
TCGA-E2-A10A-01,150.0049,412.2257,1136.675,180.0705,4252.186,402.1683,67.8901,1555.9774,1383.0192
TCGA-E9-A22H-01,997.5414,531.2186,472.294,214.5874,3256.8871,1044.9474,144.4872,1836.4748,2912.1856
TCGA-AR-A2LQ-01,50.5464,187.8265,622.469,123.0897,3138.5544,644.4661,58.0347,383.7779,2132.3074
TCGA-AC-A2FB-01,242.4832,232.7612,1388.7673,153.6591,5598.833,844.801,32.0934,621.12,1671.7724
TCGA-AO-A12H-01,1.645,452.9429,877.7759,138.5096,2888.304,609.6397,58.5623,627.0768,1746.6689
TCGA-E9-A22G-01,6.5304,2387.8224,1760.0871,370.0536,9995.18,267.4337,2053.0203,6529.7365,1100.8318
TCGA-E2-A14P-01,34.8418,359.6235,373.6484,352.0224,5089.7076,216.2595,235.4826,2862.6352,2869.8438
TCGA-BH-A0H9-01,366.7286,191.4339,212.6869,175.5449,4768.2533,286.58,110.6441,1189.7175,2517.447
TCGA-E9-A22D-01,424.8518,357.3576,809.2292,199.7938,2342.6141,1290.7966,96.4166,2241.5571,933.7458
TCGA-EW-A1P0-01,10.277,330.7819,283.2887,161.3047,4998.6595,246.202,10.277,1048.7042,1798.034
TCGA-E9-A1ND-01,3.998,292.7821,938.526,121.4387,6055.442,1176.4059,407.2943,2210.8835,1205.891
TCGA-E9-A22E-01,14.9757,321.7147,475.103,147.5103,2393.4856,340.322,39.6855,793.3358,1548.8581
TCGA-BH-A0C0-01,25.1256,408.2001,1008.2229,172.2248,1903.609,509.365,65.3266,2223.3897,1155.3221
TCGA-AR-A1AT-01,41.9907,328.7455,778.6418,144.1161,9166.9259,655.2618,143.0793,1217.211,1477.9679
TCGA-OL-A66K-01,603.8752,366.3952,215.9362,172.8318,13205.6782,378.8208,19.0654,430.2145,999.2747
TCGA-A8-A095-01,1247.3749,643.3933,289.8322,165.8142,3129.914,500.8685,171.9808,2045.9552,1974.3536
TCGA-E9-A228-01,1427.0691,497.6821,1103.5079,294.4609,2255.4203,269.3942,237.7008,2554.7792,2165.8143
TCGA-BH-A1EU-01,140.6008,312.3795,1440.4873,197.7909,2886.9619,1180.3448,22.9173,440.5905,2172.8089
TCGA-BH-A0W5-01,83.3113,250.0694,1490.926,131.9096,2695.8164,877.5462,33.3245,586.9979,1553.4095
TCGA-A2-A25B-01,8.9582,344.5489,1161.118,222.2318,4763.3404,498.9018,37.2109,4173.8232,2627.1588
TCGA-OL-A66L-01,21.8449,310.8964,414.5791,67.4344,7087.2611,269.2627,31.8176,187.5816,535.6761
TCGA-A8-A08X-01,28.2263,173.1054,1320.0309,236.6206,9264.2389,503.8699,212.5982,2972.7721,2244.2928
TCGA-A8-A07B-01,0.0,116.6779,194.421,114.962,1170.7523,433.6433,80.3043,1330.5156,3164.8352
TCGA-E2-A105-01,475.641,431.8205,218.2692,260.8974,1798.3974,717.3077,58.6538,1239.7436,2383.3333
TCGA-D8-A1XW-01,3.9124,176.4141,922.1278,156.1959,5515.6121,1038.5975,50.8615,904.3714,2166.8798
TCGA-E2-A14U-01,144.6046,281.8231,709.9338,123.1009,4374.2891,659.1352,16.5173,68.8742,1211.9984
TCGA-A1-A0SE-01,356.0675,200.4903,276.1004,160.9214,3063.4307,564.0477,36.1991,1304.8128,1826.0798
TCGA-BH-A0BF-01,226.5241,315.0496,1530.9641,164.1144,2638.929,582.4906,75.508,2344.2165,1406.1447
TCGA-E2-A3DX-01,354.2117,161.6059,1278.2423,111.012,5123.2362,751.7374,25.3467,264.0546,1544.5428
TCGA-B6-A1KC-01,7.7369,414.6422,240.8124,213.0883,4110.2515,376.5313,49.9678,1210.8317,2928.4333
TCGA-GM-A3XG-01,223.8223,406.1421,468.8124,86.4058,2889.2166,327.5787,30.884,144.7037,937.9717
TCGA-A2-A0SY-01,90.5923,264.3624,1417.4216,151.9164,4411.1498,776.3066,30.662,811.4983,1385.7143
TCGA-AO-A03V-01,154.902,493.2314,484.3137,291.7647,5412.549,220.0,56.0784,698.4314,1769.8039
TCGA-E2-A14O-01,78.1563,247.2104,151.503,80.5611,4380.3607,101.8036,52.9058,2261.7234,1268.5371
TCGA-BH-A0W7-01,222.2859,258.242,985.7004,134.3577,3872.9519,580.9839,92.8588,1557.234,1465.6078
TCGA-BH-A0E7-01,18.9903,218.092,133.2198,150.7714,2793.2993,1041.0133,25.3204,606.8261,2155.1104
TCGA-A2-A0SW-01,20.6202,254.6985,833.581,193.9173,3903.3529,372.4791,84.6743,2579.2752,1489.4777
TCGA-E9-A1RA-01,24.9529,219.694,970.8098,182.6742,5525.4237,629.0019,78.6252,886.064,1844.6328
TCGA-A8-A07Z-01,260.8865,226.0329,868.1479,113.9843,4891.4999,344.9009,70.7489,2279.1953,1097.5905
TCGA-A8-A09I-01,5.6067,322.487,1303.5643,241.69,3172.2066,395.0741,192.4309,4572.0865,2353.4241
