,FLT3,FANCL,SYK,CEP76,ELF3,JAK2,CCNE1,TPX2,GSK3B
MB-4928,5.649967066,6.330767077999999,7.950107252,5.563666769,8.500932237,6.333756788,6.756354205,7.4143738689999985,8.723850179
MB-4792,5.323632476,7.621683508999999,8.2611782,5.53889625,9.684631347,6.584892977999999,8.538435972,9.247522819,9.196075472
MB-5008,5.462279876,6.874231806,7.772235955,5.393744517999999,10.05988725,6.158454663,10.08256632,8.221776464,9.711409155
MB-6152,5.759523695,7.040368934,9.179198662000001,5.559228097,9.088401527,6.325171991,7.511680275,7.680592655,8.804947109
MB-5295,5.474729048,6.575355513,8.081608904,5.771442642,9.906302311000001,5.849376202999999,9.537098257,8.055091479,8.392811473
MB-6058,5.500312774,7.044453608,9.00012403,5.531214324,10.05993108,6.717240966,7.485170395,7.749987635,8.943707533
MB-6052,5.76731358,7.1766559060000015,8.329485166,5.514063243,8.171837169,6.46641458,6.517220404,6.253756347,7.893901737
MB-5335,5.486085215,7.46037607,6.824581388,5.835641272999999,8.96822202,6.1990865610000006,8.076049244,7.646353099,8.73624643
MB-5135,5.384686042999999,8.333420919,7.583630034,5.620639754,7.900125524,5.604573018,7.824737542999999,7.873860704,7.383001028
MB-4880,5.3276658260000005,6.60145514,8.411003055,5.356396787,10.38786821,6.604948239,7.716114972000001,7.904505956,9.571953398
MB-5057,5.66328129,7.87015822,8.699212759,5.3904221360000015,8.948153572,5.80565002,7.851184296,8.521889076,8.483956284
MB-5102,5.5330265810000006,6.963368792000001,8.245637327999999,5.479592163,8.95672752,6.659116666,8.953972538,8.154238371,9.244408341
MB-6272,5.712849147000001,7.150713121,8.195386225,5.724368209,7.5793939739999985,6.726316635,7.707173974,8.184772522000001,8.164240629
MB-6245,5.591512839,7.891775478,7.757785727000001,5.423563364,9.00269376,5.797684232000001,8.577531354,8.181807205,8.447425001000001
MB-4303,5.497558337999999,6.0819128939999985,8.559480857999999,5.571244029,8.505949916,6.479420222000001,8.564882835,6.921511177999999,10.28566022
